,area_en,type,name,distance_km
2651,Dubai International Airport,landmark,Jabel Ali,34.85855321555424
2652,Dubai International Airport,mall,Mall of the Emirates,22.101939492991303
2653,Dubai International Airport,mall,Marina Mall,29.87134870116606
2654,Dubai International Airport,mall,Ibn-e-Battuta Mall,33.801491614739945
2655,Dubai International Airport,mall,City Centre Mirdif,5.6844208417620585
2656,Dubai International Airport,mall,Dubai Mall,10.66259185548905
2657,Dubai International Airport,extreme,north,19.050050687210856
2658,Dubai International Airport,extreme,south,45.74240288398073
2659,Dubai International Airport,extreme,east,25.945017539517544
2660,Dubai International Airport,extreme,west,38.507693709674975
2661,Dubai International Airport,extreme,center,6.900782435634205
2662,Dubai Investment Park Second,landmark,IMG World Adventures,16.70662888660726
2663,Dubai Investment Park Second,landmark,Dubai International Airport,34.531837375683324
2664,Dubai Investment Park Second,landmark,Downtown Dubai,25.040822650952204
2665,Dubai Investment Park Second,landmark,Motor City,8.427030442474676
2666,Dubai Investment Park Second,landmark,Burj Al Arab,17.746210369145885
2667,Dubai Investment Park Second,landmark,Burj Khalifa,25.154123858116257
2668,Dubai Investment Park Second,landmark,Hamdan Sports Complex,14.465155107223739
2669,Dubai Investment Park Second,landmark,Global Village,14.721472184905785
2670,Dubai Investment Park Second,landmark,Expo 2020 Site,4.203275269025891
2671,Dubai Investment Park Second,landmark,Al Makhtoum International Airport,11.320396952429046
2672,Dubai Investment Park Second,landmark,Dubai Parks and Resorts,20.151004061216995
2673,Dubai Investment Park Second,landmark,Jabel Ali,7.007961030810694
2674,Dubai Investment Park Second,mall,Mall of the Emirates,15.479053581692453
2675,Dubai Investment Park Second,mall,Marina Mall,12.050142286170153
2676,Dubai Investment Park Second,mall,Ibn-e-Battuta Mall,10.355828887792375
2677,Dubai Investment Park Second,mall,City Centre Mirdif,33.68576315157962
2678,Dubai Investment Park Second,mall,Dubai Mall,25.31039209400409
2679,Dubai Investment Park Second,extreme,north,47.06058054221024
2680,Dubai Investment Park Second,extreme,south,16.45116160214175
2681,Dubai Investment Park Second,extreme,east,57.651599248638
2682,Dubai Investment Park Second,extreme,west,27.206391655041262
2683,Dubai Investment Park Second,extreme,center,33.674453278334035
2684,EMAAR SOUTH,landmark,IMG World Adventures,30.002050001077617
2685,EMAAR SOUTH,landmark,Dubai International Airport,48.515409853089686
2686,EMAAR SOUTH,landmark,Downtown Dubai,39.09394548608317
2687,EMAAR SOUTH,landmark,Motor City,22.44425601698814
2688,EMAAR SOUTH,landmark,Burj Al Arab,31.021551837930453
2689,EMAAR SOUTH,landmark,Burj Khalifa,39.19706142710119
2690,EMAAR SOUTH,landmark,Hamdan Sports Complex,27.155829826911745
2691,EMAAR SOUTH,landmark,Global Village,27.999770814356904
2692,EMAAR SOUTH,landmark,Expo 2020 Site,11.424659252485139
2693,EMAAR SOUTH,landmark,Al Makhtoum International Airport,2.8044743344354726
2694,EMAAR SOUTH,landmark,Dubai Parks and Resorts,14.932396288036664
2695,EMAAR SOUTH,landmark,Jabel Ali,16.817487035716585
2696,EMAAR SOUTH,mall,Mall of the Emirates,29.065743268013485
2697,EMAAR SOUTH,mall,Marina Mall,23.656073434918813
2698,EMAAR SOUTH,mall,Ibn-e-Battuta Mall,20.123148492587724
2699,EMAAR SOUTH,mall,City Centre Mirdif,47.325899386938445
2700,EMAAR SOUTH,mall,Dubai Mall,39.363490624768744
2701,EMAAR SOUTH,extreme,north,60.84157914900125
2702,EMAAR SOUTH,extreme,south,12.843856756932377
2703,EMAAR SOUTH,extreme,east,70.85033383375301
2704,EMAAR SOUTH,extreme,west,34.85432279174124
2705,EMAAR SOUTH,extreme,center,47.71394601684547
2706,EMIRATE LIVING,landmark,IMG World Adventures,15.755072108071582
2707,EMIRATE LIVING,landmark,Dubai International Airport,29.110969978914067
2708,EMIRATE LIVING,landmark,Downtown Dubai,18.4916153965772
2709,EMIRATE LIVING,landmark,Motor City,7.634455131912817
2710,EMIRATE LIVING,landmark,Burj Al Arab,8.851481550563456
2711,EMIRATE LIVING,landmark,Burj Khalifa,18.452260505545304
2712,EMIRATE LIVING,landmark,Hamdan Sports Complex,15.528242234319784
2713,EMIRATE LIVING,landmark,Global Village,14.33734845764376
2714,EMIRATE LIVING,landmark,Expo 2020 Site,10.824706601120372
2715,EMIRATE LIVING,landmark,Al Makhtoum International Airport,19.78588724182294
2716,EMIRATE LIVING,landmark,Dubai Parks and Resorts,22.44423339222256
2717,EMIRATE LIVING,landmark,Jabel Ali,5.970404047010524
2718,EMIRATE LIVING,mall,Mall of the Emirates,7.315626390247373
2719,EMIRATE LIVING,mall,Marina Mall,2.898990600907158
2720,EMIRATE LIVING,mall,Ibn-e-Battuta Mall,4.952560379017979
2721,EMIRATE LIVING,mall,City Centre Mirdif,29.780251350019356
2722,EMIRATE LIVING,mall,Dubai Mall,18.747128558830266
2723,EMIRATE LIVING,extreme,north,38.83836558738524
2724,EMIRATE LIVING,extreme,south,26.05958637894888
2725,EMIRATE LIVING,extreme,east,54.13281212097911
2726,EMIRATE LIVING,extreme,west,19.133769625566515
2727,EMIRATE LIVING,extreme,center,26.65489457057102
2728,Eyal Nasser,landmark,IMG World Adventures,21.382905680857228
2729,Eyal Nasser,landmark,Dubai International Airport,6.670221896960808
2730,Eyal Nasser,landmark,Downtown Dubai,9.229575373918783
2731,Eyal Nasser,landmark,Motor City,26.06114978333663
2732,Eyal Nasser,landmark,Burj Al Arab,19.01067203933069
2733,Eyal Nasser,landmark,Burj Khalifa,9.110181329451787
2734,Eyal Nasser,landmark,Hamdan Sports Complex,24.86470878350038
2735,Eyal Nasser,landmark,Global Village,22.862793961061183
2736,Eyal Nasser,landmark,Expo 2020 Site,37.216108409451444
2737,Eyal Nasser,landmark,Al Makhtoum International Airport,45.581533768526164
2738,Eyal Nasser,landmark,Dubai Parks and Resorts,49.383400658926654
2739,Eyal Nasser,landmark,Jabel Ali,33.2391732426811
2740,Eyal Nasser,mall,Mall of the Emirates,19.968866260739475
2741,Eyal Nasser,mall,Marina Mall,27.405022533341402
2742,Eyal Nasser,mall,Ibn-e-Battuta Mall,31.538559591237263
2743,Eyal Nasser,mall,City Centre Mirdif,12.146809303322113
2744,Eyal Nasser,mall,Dubai Mall,8.960377240662126
2745,Eyal Nasser,extreme,north,14.386048709343237
2746,Eyal Nasser,extreme,south,47.31024543258298
2747,Eyal Nasser,extreme,east,30.910038995345424
2748,Eyal Nasser,extreme,west,33.57287569325444
2749,Eyal Nasser,extreme,center,0.6355972575967836
2750,FALCON CITY OF WONDERS,landmark,IMG World Adventures,2.4502162067138635
2751,FALCON CITY OF WONDERS,landmark,Dubai International Airport,17.614348790487664
2752,FALCON CITY OF WONDERS,landmark,Downtown Dubai,12.640940116986263
2753,FALCON CITY OF WONDERS,landmark,Motor City,11.49085546485515
2754,FALCON CITY OF WONDERS,landmark,Burj Al Arab,16.313996815620243
2755,FALCON CITY OF WONDERS,landmark,Burj Khalifa,13.056478633707915
2756,FALCON CITY OF WONDERS,landmark,Hamdan Sports Complex,5.384750882918733
2757,FALCON CITY OF WONDERS,landmark,Global Village,4.424983936908863
2758,FALCON CITY OF WONDERS,landmark,Expo 2020 Site,23.18867856232585
2759,FALCON CITY OF WONDERS,landmark,Al Makhtoum International Airport,29.551198538157024
2760,FALCON CITY OF WONDERS,landmark,Dubai Parks and Resorts,38.62431861584873
2761,FALCON CITY OF WONDERS,landmark,Jabel Ali,22.13408530656811
2762,FALCON CITY OF WONDERS,mall,Mall of the Emirates,14.273108049931377
2763,FALCON CITY OF WONDERS,mall,Marina Mall,20.167597334084597
2764,FALCON CITY OF WONDERS,mall,Ibn-e-Battuta Mall,22.77514085955582
2765,FALCON CITY OF WONDERS,mall,City Centre Mirdif,15.166574242200422
2766,FALCON CITY OF WONDERS,mall,Dubai Mall,12.820535105360728
2767,FALCON CITY OF WONDERS,extreme,north,34.56646753713545
2768,FALCON CITY OF WONDERS,extreme,south,28.18191406143388
2769,FALCON CITY OF WONDERS,extreme,east,38.57709611250443
2770,FALCON CITY OF WONDERS,extreme,west,34.69597682049844
2771,FALCON CITY OF WONDERS,extreme,center,19.800118632101004
2772,GRAND VIEWS,landmark,IMG World Adventures,7.2888753512258075
2773,GRAND VIEWS,landmark,Dubai International Airport,13.550366068369692
2774,GRAND VIEWS,landmark,Downtown Dubai,5.89184509767999
2775,GRAND VIEWS,landmark,Motor City,12.555208332861794
2776,GRAND VIEWS,landmark,Burj Al Arab,11.560521202153243
2777,GRAND VIEWS,landmark,Burj Khalifa,6.281036462904346
2778,GRAND VIEWS,landmark,Hamdan Sports Complex,10.672287976467747
2779,GRAND VIEWS,landmark,Global Village,8.581039077135907
2780,GRAND VIEWS,landmark,Expo 2020 Site,24.492902373207226
2781,GRAND VIEWS,landmark,Al Makhtoum International Airport,32.1850069371804
2782,GRAND VIEWS,landmark,Dubai Parks and Resorts,38.63779680197341
2783,GRAND VIEWS,landmark,Jabel Ali,21.790697570258587
2784,GRAND VIEWS,mall,Mall of the Emirates,10.398936242945199
2785,GRAND VIEWS,mall,Marina Mall,17.807012248144186
2786,GRAND VIEWS,mall,Ibn-e-Battuta Mall,21.312607019448695
2787,GRAND VIEWS,mall,City Centre Mirdif,13.393438238661322
2788,GRAND VIEWS,mall,Dubai Mall,6.095981728506478
2789,GRAND VIEWS,extreme,north,28.440385045210217
2790,GRAND VIEWS,extreme,south,33.01885298457279
2791,GRAND VIEWS,extreme,east,37.75706935376777
2792,GRAND VIEWS,extreme,west,30.214897786312225
2793,GRAND VIEWS,extreme,center,13.82307149678279
2794,Ghadeer Al tair,landmark,IMG World Adventures,8.988085639784673
2795,Ghadeer Al tair,landmark,Dubai International Airport,14.681855132543383
2796,Ghadeer Al tair,landmark,Downtown Dubai,4.913207197481775
2797,Ghadeer Al tair,landmark,Motor City,11.971798954891513
2798,Ghadeer Al tair,landmark,Burj Al Arab,8.782757147303798
2799,Ghadeer Al tair,landmark,Burj Khalifa,5.132784713492403
2800,Ghadeer Al tair,landmark,Hamdan Sports Complex,12.030255396349252
2801,Ghadeer Al tair,landmark,Global Village,9.785665175226503
2802,Ghadeer Al tair,landmark,Expo 2020 Site,23.459994043620107
2803,Ghadeer Al tair,landmark,Al Makhtoum International Airport,31.575784529016143
2804,Ghadeer Al tair,landmark,Dubai Parks and Resorts,36.93131724548063
2805,Ghadeer Al tair,landmark,Jabel Ali,20.182448562897758
2806,Ghadeer Al tair,mall,Mall of the Emirates,7.924958678115667
2807,Ghadeer Al tair,mall,Marina Mall,15.585668115915881
2808,Ghadeer Al tair,mall,Ibn-e-Battuta Mall,19.313813340120426
2809,Ghadeer Al tair,mall,City Centre Mirdif,15.473625057127506
2810,Ghadeer Al tair,mall,Dubai Mall,5.176876393923409
2811,Ghadeer Al tair,extreme,north,27.697889747512065
2812,Ghadeer Al tair,extreme,south,33.460665427217506
2813,Ghadeer Al tair,extreme,east,39.72618618882044
2814,Ghadeer Al tair,extreme,west,27.378455266470944
2815,Ghadeer Al tair,extreme,center,13.537983586381765
2816,Grayteesah,landmark,IMG World Adventures,30.170090183924668
2817,Grayteesah,landmark,Dubai International Airport,44.69804172904496
2818,Grayteesah,landmark,Downtown Dubai,42.75653777661993
2819,Grayteesah,landmark,Motor City,33.48280882143372
2820,Grayteesah,landmark,Burj Al Arab,44.21146064066692
2821,Grayteesah,landmark,Burj Khalifa,43.18345155685418
2822,Grayteesah,landmark,Hamdan Sports Complex,27.642301194174795
2823,Grayteesah,landmark,Global Village,29.850082650361205
2824,Grayteesah,landmark,Expo 2020 Site,36.768422240441836
2825,Grayteesah,landmark,Al Makhtoum International Airport,35.193432484488994
2826,Grayteesah,landmark,Dubai Parks and Resorts,50.58051832933546
2827,Grayteesah,landmark,Jabel Ali,40.58014911382383
2828,Grayteesah,mall,Mall of the Emirates,41.58459665538502
2829,Grayteesah,mall,Marina Mall,43.55731920392862
2830,Grayteesah,mall,Ibn-e-Battuta Mall,43.519330164146375
2831,Grayteesah,mall,City Centre Mirdif,39.79482776820756
2832,Grayteesah,mall,Dubai Mall,42.92229245583803
2833,Grayteesah,extreme,north,63.47102656046365
2834,Grayteesah,extreme,south,24.05447788799505
2835,Grayteesah,extreme,east,54.05769061107592
2836,Grayteesah,extreme,west,59.78618420691454
2837,Grayteesah,extreme,center,49.01784467620694
2838,HORIZON,landmark,IMG World Adventures,13.159689399757164
2839,HORIZON,landmark,Dubai International Airport,10.88328428781926
2840,HORIZON,landmark,Downtown Dubai,2.560130463130754e-12
2841,HORIZON,landmark,Motor City,16.838146529620932
2842,HORIZON,landmark,Burj Al Arab,11.05720714003448
2843,HORIZON,landmark,Burj Khalifa,0.4691152595387675
2844,HORIZON,landmark,Hamdan Sports Complex,16.475217934224126
2845,HORIZON,landmark,Global Village,14.307408107299363
2846,HORIZON,landmark,Expo 2020 Site,28.07209110661941
2847,HORIZON,landmark,Al Makhtoum International Airport,36.360989503125055
2848,HORIZON,landmark,Dubai Parks and Resorts,40.873857976893824
2849,HORIZON,landmark,Jabel Ali,24.373816141118013
2850,HORIZON,mall,Mall of the Emirates,11.309903403928296
2851,HORIZON,mall,Marina Mall,19.043042823630365
2852,HORIZON,mall,Ibn-e-Battuta Mall,23.041994425510754
2853,HORIZON,mall,City Centre Mirdif,13.225936460125988
2854,HORIZON,mall,Dubai Mall,0.26957249884517914
2855,HORIZON,extreme,north,22.83622918226699
2856,HORIZON,extreme,south,38.34395636413954
2857,HORIZON,extreme,east,36.686758683330304
2858,HORIZON,extreme,west,28.421609655601298
2859,HORIZON,extreme,center,8.652692005439814
2860,Hadaeq Sheikh Mohammed Bin Rashid,landmark,IMG World Adventures,7.091493254733637
2861,Hadaeq Sheikh Mohammed Bin Rashid,landmark,Dubai International Airport,18.117850668440187
2862,Hadaeq Sheikh Mohammed Bin Rashid,landmark,Downtown Dubai,8.57812054613864
2863,Hadaeq Sheikh Mohammed Bin Rashid,landmark,Motor City,8.28153508902141
2864,Hadaeq Sheikh Mohammed Bin Rashid,landmark,Burj Al Arab,8.089023987189123
2865,Hadaeq Sheikh Mohammed Bin Rashid,landmark,Burj Khalifa,8.762360239439634
2866,Hadaeq Sheikh Mohammed Bin Rashid,landmark,Hamdan Sports Complex,9.438505379073186
2867,Hadaeq Sheikh Mohammed Bin Rashid,landmark,Global Village,7.192493020509477
2868,Hadaeq Sheikh Mohammed Bin Rashid,landmark,Expo 2020 Site,19.885208460957937
2869,Hadaeq Sheikh Mohammed Bin Rashid,landmark,Al Makhtoum International Airport,27.902266793110062
2870,Hadaeq Sheikh Mohammed Bin Rashid,landmark,Dubai Parks and Resorts,33.78331485415402
2871,Hadaeq Sheikh Mohammed Bin Rashid,landmark,Jabel Ali,16.94286783173605
2872,Hadaeq Sheikh Mohammed Bin Rashid,mall,Mall of the Emirates,6.189399770701303
2873,Hadaeq Sheikh Mohammed Bin Rashid,mall,Marina Mall,13.102098990058856
2874,Hadaeq Sheikh Mohammed Bin Rashid,mall,Ibn-e-Battuta Mall,16.48322801371889
2875,Hadaeq Sheikh Mohammed Bin Rashid,mall,City Centre Mirdif,18.25440355689478
2876,Hadaeq Sheikh Mohammed Bin Rashid,mall,Dubai Mall,8.844815102201173
2877,Hadaeq Sheikh Mohammed Bin Rashid,extreme,north,31.254606994100516
2878,Hadaeq Sheikh Mohammed Bin Rashid,extreme,south,29.924483391003175
2879,Hadaeq Sheikh Mohammed Bin Rashid,extreme,east,42.61845528803499
2880,Hadaeq Sheikh Mohammed Bin Rashid,extreme,west,26.586292445055616
2881,Hadaeq Sheikh Mohammed Bin Rashid,extreme,center,17.22122131789039
2882,Hor Al Anz,landmark,IMG World Adventures,22.393196854023763
2883,Hor Al Anz,landmark,Dubai International Airport,3.7714479211458305
2884,Hor Al Anz,landmark,Downtown Dubai,12.034547404286451
2885,Hor Al Anz,landmark,Motor City,28.345336847906005
2886,Hor Al Anz,landmark,Burj Al Arab,22.688111933550417
2887,Hor Al Anz,landmark,Burj Khalifa,12.07146592532018
2888,Hor Al Anz,landmark,Hamdan Sports Complex,25.88542655717881
2889,Hor Al Anz,landmark,Global Village,24.107441844719965
2890,Hor Al Anz,landmark,Expo 2020 Site,39.96367782913851
2891,Hor Al Anz,landmark,Al Makhtoum International Airport,48.01172574508263
2892,Hor Al Anz,landmark,Dubai Parks and Resorts,52.86385172872006
2893,Hor Al Anz,landmark,Jabel Ali,36.40788561213085
2894,Hor Al Anz,mall,Mall of the Emirates,23.29239023740957
2895,Hor Al Anz,mall,Marina Mall,30.945875109614388
2896,Hor Al Anz,mall,Ibn-e-Battuta Mall,35.007681214766926
2897,Hor Al Anz,mall,City Centre Mirdif,9.321110225319343
2898,Hor Al Anz,mall,Dubai Mall,11.776438628559921
2899,Hor Al Anz,extreme,north,15.284889178709582
2900,Hor Al Anz,extreme,south,48.71023600013267
2901,Hor Al Anz,extreme,east,26.37979470790482
2902,Hor Al Anz,extreme,west,38.01664344183483
2903,Hor Al Anz,extreme,center,5.06188374883207
2904,Hor Al Anz East,landmark,IMG World Adventures,22.393196854023763
2905,Hor Al Anz East,landmark,Dubai International Airport,3.7714479211458305
2906,Hor Al Anz East,landmark,Downtown Dubai,12.034547404286451
2907,Hor Al Anz East,landmark,Motor City,28.345336847906005
2908,Hor Al Anz East,landmark,Burj Al Arab,22.688111933550417
2909,Hor Al Anz East,landmark,Burj Khalifa,12.07146592532018
2910,Hor Al Anz East,landmark,Hamdan Sports Complex,25.88542655717881
2911,Hor Al Anz East,landmark,Global Village,24.107441844719965
2912,Hor Al Anz East,landmark,Expo 2020 Site,39.96367782913851
2913,Hor Al Anz East,landmark,Al Makhtoum International Airport,48.01172574508263
2914,Hor Al Anz East,landmark,Dubai Parks and Resorts,52.86385172872006
2915,Hor Al Anz East,landmark,Jabel Ali,36.40788561213085
2916,Hor Al Anz East,mall,Mall of the Emirates,23.29239023740957
2917,Hor Al Anz East,mall,Marina Mall,30.945875109614388
2918,Hor Al Anz East,mall,Ibn-e-Battuta Mall,35.007681214766926
2919,Hor Al Anz East,mall,City Centre Mirdif,9.321110225319343
2920,Hor Al Anz East,mall,Dubai Mall,11.776438628559921
2921,Hor Al Anz East,extreme,north,15.284889178709582
2922,Hor Al Anz East,extreme,south,48.71023600013267
2923,Hor Al Anz East,extreme,east,26.37979470790482
2924,Hor Al Anz East,extreme,west,38.01664344183483
2925,Hor Al Anz East,extreme,center,5.06188374883207
2926,IBN BATTUTA ,landmark,IMG World Adventures,20.750616878092924
2927,IBN BATTUTA ,landmark,Dubai International Airport,33.8543488946002
2928,IBN BATTUTA ,landmark,Downtown Dubai,23.07456637940348
2929,IBN BATTUTA ,landmark,Motor City,12.161177687070081
2930,IBN BATTUTA ,landmark,Burj Al Arab,12.550638854692213
2931,IBN BATTUTA ,landmark,Burj Khalifa,22.982688309999904
2932,IBN BATTUTA ,landmark,Hamdan Sports Complex,20.212753808719796
2933,IBN BATTUTA ,landmark,Global Village,19.229311282630857
2934,IBN BATTUTA ,landmark,Expo 2020 Site,9.785292415475627
2935,IBN BATTUTA ,landmark,Al Makhtoum International Airport,18.331633411658842
2936,IBN BATTUTA ,landmark,Dubai Parks and Resorts,17.864928881627403
2937,IBN BATTUTA ,landmark,Jabel Ali,3.9763850389203697
2938,IBN BATTUTA ,mall,Mall of the Emirates,11.766862878391404
2939,IBN BATTUTA ,mall,Marina Mall,4.123606251846539
2940,IBN BATTUTA ,mall,Ibn-e-Battuta Mall,0.36403311856060594
2941,IBN BATTUTA ,mall,City Centre Mirdif,34.78875422226848
2942,IBN BATTUTA ,mall,Dubai Mall,23.31906546880545
2943,IBN BATTUTA ,extreme,north,42.17648038836193
2944,IBN BATTUTA ,extreme,south,26.733683409247973
2945,IBN BATTUTA ,extreme,east,59.112847506221314
2946,IBN BATTUTA ,extreme,west,16.491477993479272
2947,IBN BATTUTA ,extreme,center,30.887580123990347
2948,INTERNATIONAL CITY PH 1,landmark,IMG World Adventures,11.776459158644435
2949,INTERNATIONAL CITY PH 1,landmark,Dubai International Airport,17.067360436257907
2950,INTERNATIONAL CITY PH 1,landmark,Downtown Dubai,6.235365028916305
2951,INTERNATIONAL CITY PH 1,landmark,Motor City,11.94029769710793
2952,INTERNATIONAL CITY PH 1,landmark,Burj Al Arab,5.156822691831047
2953,INTERNATIONAL CITY PH 1,landmark,Burj Khalifa,6.1530409428174
2954,INTERNATIONAL CITY PH 1,landmark,Hamdan Sports Complex,14.304705035646537
2955,INTERNATIONAL CITY PH 1,landmark,Global Village,12.05272259771037
2956,INTERNATIONAL CITY PH 1,landmark,Expo 2020 Site,22.287050195586158
2957,INTERNATIONAL CITY PH 1,landmark,Al Makhtoum International Airport,30.85312077950472
2958,INTERNATIONAL CITY PH 1,landmark,Dubai Parks and Resorts,34.65014273571622
2959,INTERNATIONAL CITY PH 1,landmark,Jabel Ali,18.252025699595176
2960,INTERNATIONAL CITY PH 1,mall,Mall of the Emirates,5.0774701856409346
2961,INTERNATIONAL CITY PH 1,mall,Marina Mall,12.81331654866392
2962,INTERNATIONAL CITY PH 1,mall,Ibn-e-Battuta Mall,16.80873279693492
2963,INTERNATIONAL CITY PH 1,mall,City Centre Mirdif,18.716363310754108
2964,INTERNATIONAL CITY PH 1,mall,Dubai Mall,6.479875567875883
2965,INTERNATIONAL CITY PH 1,extreme,north,27.47596238753764
2966,INTERNATIONAL CITY PH 1,extreme,south,34.105885872788875
2967,INTERNATIONAL CITY PH 1,extreme,east,42.68899532629501
2968,INTERNATIONAL CITY PH 1,extreme,west,23.593948283010675
2969,INTERNATIONAL CITY PH 1,extreme,center,14.390936181377011
2970,INTERNATIONAL CITY PH 2 & 3,landmark,IMG World Adventures,8.681895163509544
2971,INTERNATIONAL CITY PH 2 & 3,landmark,Dubai International Airport,13.564602309111054
2972,INTERNATIONAL CITY PH 2 & 3,landmark,Downtown Dubai,12.996112897029777
2973,INTERNATIONAL CITY PH 2 & 3,landmark,Motor City,17.630409192680613
2974,INTERNATIONAL CITY PH 2 & 3,landmark,Burj Al Arab,20.296284664854927
2975,INTERNATIONAL CITY PH 2 & 3,landmark,Burj Khalifa,13.465228102704078
2976,INTERNATIONAL CITY PH 2 & 3,landmark,Hamdan Sports Complex,11.313404906673659
2977,INTERNATIONAL CITY PH 2 & 3,landmark,Global Village,10.659146861227368
2978,INTERNATIONAL CITY PH 2 & 3,landmark,Expo 2020 Site,29.421733599042316
2979,INTERNATIONAL CITY PH 2 & 3,landmark,Al Makhtoum International Airport,35.67693243208003
2980,INTERNATIONAL CITY PH 2 & 3,landmark,Dubai Parks and Resorts,44.78242071419014
2981,INTERNATIONAL CITY PH 2 & 3,landmark,Jabel Ali,28.166792430959248
2982,INTERNATIONAL CITY PH 2 & 3,mall,Mall of the Emirates,18.789969136758504
2983,INTERNATIONAL CITY PH 2 & 3,mall,Marina Mall,25.554177234205437
2984,INTERNATIONAL CITY PH 2 & 3,mall,Ibn-e-Battuta Mall,28.521355390441137
2985,INTERNATIONAL CITY PH 2 & 3,mall,City Centre Mirdif,9.749166941529603
2986,INTERNATIONAL CITY PH 2 & 3,mall,Dubai Mall,13.060351875818919
2987,INTERNATIONAL CITY PH 2 & 3,extreme,north,32.06703046284196
2988,INTERNATIONAL CITY PH 2 & 3,extreme,south,33.45303365360237
2989,INTERNATIONAL CITY PH 2 & 3,extreme,east,32.39887381722395
2990,INTERNATIONAL CITY PH 2 & 3,extreme,west,38.98266932054853
2991,INTERNATIONAL CITY PH 2 & 3,extreme,center,17.688371515899416
2992,Island 2,landmark,IMG World Adventures,100.51527688800641
2993,Island 2,landmark,Dubai International Airport,118.33779409023283
2994,Island 2,landmark,Downtown Dubai,108.09746229685943
2995,Island 2,landmark,Motor City,92.40272438494605
2996,Island 2,landmark,Burj Al Arab,98.11401343467257
2997,Island 2,landmark,Burj Khalifa,108.09267713828021
2998,Island 2,landmark,Hamdan Sports Complex,97.72820865000445
2999,Island 2,landmark,Global Village,98.5084181965821
3000,Island 2,landmark,Expo 2020 Site,80.38163704613845
3001,Island 2,landmark,Al Makhtoum International Airport,73.35220123278559
3002,Island 2,landmark,Dubai Parks and Resorts,67.9089814014509
3003,Island 2,landmark,Jabel Ali,83.74414773431647
3004,Island 2,mall,Mall of the Emirates,96.99289481850613
3005,Island 2,mall,Marina Mall,89.69327430017762
3006,Island 2,mall,Ibn-e-Battuta Mall,85.52213703625522
3007,Island 2,mall,City Centre Mirdif,117.71919550308452
3008,Island 2,mall,Dubai Mall,108.35917071568318
3009,Island 2,extreme,north,127.4042886256281
3010,Island 2,extreme,south,78.32911734762867
3011,Island 2,extreme,east,141.42268302294056
3012,Island 2,extreme,west,90.95533402266815
3013,Island 2,extreme,center,116.331985170665
3014,JABEL ALI HILLS,landmark,IMG World Adventures,36.18715053622266
3015,JABEL ALI HILLS,landmark,Dubai International Airport,51.55481037261658
3016,JABEL ALI HILLS,landmark,Downtown Dubai,40.87385797689552
3017,JABEL ALI HILLS,landmark,Motor City,27.15238308378536
3018,JABEL ALI HILLS,landmark,Burj Al Arab,30.38863749977582
3019,JABEL ALI HILLS,landmark,Burj Khalifa,40.8030093037362
3020,JABEL ALI HILLS,landmark,Hamdan Sports Complex,34.43000069891537
3021,JABEL ALI HILLS,landmark,Global Village,34.307790264186075
3022,JABEL ALI HILLS,landmark,Expo 2020 Site,15.958994895619563
3023,JABEL ALI HILLS,landmark,Al Makhtoum International Airport,15.597284676333343
3024,JABEL ALI HILLS,landmark,Dubai Parks and Resorts,0.0
3025,JABEL ALI HILLS,landmark,Jabel Ali,16.853337092011074
3026,JABEL ALI HILLS,mall,Mall of the Emirates,29.573938956196127
3027,JABEL ALI HILLS,mall,Marina Mall,21.97838536925484
3028,JABEL ALI HILLS,mall,Ibn-e-Battuta Mall,17.86254304330535
3029,JABEL ALI HILLS,mall,City Centre Mirdif,52.00766772947873
3030,JABEL ALI HILLS,mall,Dubai Mall,41.1235850243795
3031,JABEL ALI HILLS,extreme,north,59.51619005344879
3032,JABEL ALI HILLS,extreme,south,27.480225377868734
3033,JABEL ALI HILLS,extreme,east,76.36090021840002
3034,JABEL ALI HILLS,extreme,west,25.60591582941727
3035,JABEL ALI HILLS,extreme,center,48.74891639677645
3036,JADDAF WATERFRONT,landmark,IMG World Adventures,16.14862075772959
3037,JADDAF WATERFRONT,landmark,Dubai International Airport,3.9541574483661734
3038,JADDAF WATERFRONT,landmark,Downtown Dubai,7.01336755073768
3039,JADDAF WATERFRONT,landmark,Motor City,22.313030429989773
3040,JADDAF WATERFRONT,landmark,Burj Al Arab,18.06820424747425
3041,JADDAF WATERFRONT,landmark,Burj Khalifa,7.236879371910863
3042,JADDAF WATERFRONT,landmark,Hamdan Sports Complex,19.644651392547107
3043,JADDAF WATERFRONT,landmark,Global Village,17.856756002336503
3044,JADDAF WATERFRONT,landmark,Expo 2020 Site,34.115855372575716
3045,JADDAF WATERFRONT,landmark,Al Makhtoum International Airport,41.969401291874625
3046,JADDAF WATERFRONT,landmark,Dubai Parks and Resorts,47.60073788018563
3047,JADDAF WATERFRONT,landmark,Jabel Ali,30.912543342945007
3048,JADDAF WATERFRONT,mall,Mall of the Emirates,18.160573747463918
3049,JADDAF WATERFRONT,mall,Marina Mall,25.9337076984471
3050,JADDAF WATERFRONT,mall,Ibn-e-Battuta Mall,29.851088616209346
3051,JADDAF WATERFRONT,mall,City Centre Mirdif,7.024944551357494
3052,JADDAF WATERFRONT,mall,Dubai Mall,6.8089565100911305
3053,JADDAF WATERFRONT,extreme,north,20.43558258502927
3054,JADDAF WATERFRONT,extreme,south,42.45943859826525
3055,JADDAF WATERFRONT,extreme,east,29.68125261802352
3056,JADDAF WATERFRONT,extreme,west,35.0751426571338
3057,JADDAF WATERFRONT,extreme,center,6.141129245846194
