,area_en,type,name,distance_km
767,Al Khairan First,extreme,east,25.945017539517544
768,Al Khairan First,extreme,west,38.507693709674975
769,Al Khairan First,extreme,center,6.900782435634205
770,Al Khawaneej First,landmark,IMG World Adventures,17.38122031587498
771,Al Khawaneej First,landmark,Dubai International Airport,5.6844208417625275
772,Al Khawaneej First,landmark,Downtown Dubai,13.225936460123473
773,Al Khawaneej First,landmark,Motor City,25.39745671548785
774,Al Khawaneej First,landmark,Burj Al Arab,23.860076810802344
775,Al Khawaneej First,landmark,Burj Khalifa,13.569439016750861
776,Al Khawaneej First,landmark,Hamdan Sports Complex,20.54476735042816
777,Al Khawaneej First,landmark,Global Village,19.362687442599626
778,Al Khawaneej First,landmark,Expo 2020 Site,37.47226635787635
779,Al Khawaneej First,landmark,Al Makhtoum International Airport,44.52222208579765
780,Al Khawaneej First,landmark,Dubai Parks and Resorts,52.00766772947873
781,Al Khawaneej First,landmark,Jabel Ali,35.15442247401753
782,Al Khawaneej First,mall,Mall of the Emirates,23.386316261411718
783,Al Khawaneej First,mall,Marina Mall,31.048967298854834
784,Al Khawaneej First,mall,Ibn-e-Battuta Mall,34.677835819913625
785,Al Khawaneej First,mall,City Centre Mirdif,0.0
786,Al Khawaneej First,mall,Dubai Mall,13.091458637373043
787,Al Khawaneej First,extreme,north,24.54648068801241
788,Al Khawaneej First,extreme,south,43.11983372495239
789,Al Khawaneej First,extreme,east,24.36450981090533
790,Al Khawaneej First,extreme,west,41.64631254483529
791,Al Khawaneej First,extreme,center,12.262748836914854
792,Al Khawaneej Second,landmark,IMG World Adventures,17.38122031587498
793,Al Khawaneej Second,landmark,Dubai International Airport,5.6844208417625275
794,Al Khawaneej Second,landmark,Downtown Dubai,13.225936460123473
795,Al Khawaneej Second,landmark,Motor City,25.39745671548785
796,Al Khawaneej Second,landmark,Burj Al Arab,23.860076810802344
797,Al Khawaneej Second,landmark,Burj Khalifa,13.569439016750861
798,Al Khawaneej Second,landmark,Hamdan Sports Complex,20.54476735042816
799,Al Khawaneej Second,landmark,Global Village,19.362687442599626
800,Al Khawaneej Second,landmark,Expo 2020 Site,37.47226635787635
801,Al Khawaneej Second,landmark,Al Makhtoum International Airport,44.52222208579765
802,Al Khawaneej Second,landmark,Dubai Parks and Resorts,52.00766772947873
803,Al Khawaneej Second,landmark,Jabel Ali,35.15442247401753
804,Al Khawaneej Second,mall,Mall of the Emirates,23.386316261411718
805,Al Khawaneej Second,mall,Marina Mall,31.048967298854834
806,Al Khawaneej Second,mall,Ibn-e-Battuta Mall,34.677835819913625
807,Al Khawaneej Second,mall,City Centre Mirdif,0.0
808,Al Khawaneej Second,mall,Dubai Mall,13.091458637373043
809,Al Khawaneej Second,extreme,north,24.54648068801241
810,Al Khawaneej Second,extreme,south,43.11983372495239
811,Al Khawaneej Second,extreme,east,24.36450981090533
812,Al Khawaneej Second,extreme,west,41.64631254483529
813,Al Khawaneej Second,extreme,center,12.262748836914854
814,Al Kheeran,landmark,IMG World Adventures,112.35345319828897
815,Al Kheeran,landmark,Dubai International Airport,128.35691646866854
816,Al Kheeran,landmark,Downtown Dubai,117.59997965007877
817,Al Kheeran,landmark,Motor City,103.56014815010145
818,Al Kheeran,landmark,Burj Al Arab,106.83419970052927
819,Al Kheeran,landmark,Burj Khalifa,117.50075202715448
820,Al Kheeran,landmark,Hamdan Sports Complex,110.05864915265072
821,Al Kheeran,landmark,Global Village,110.38335357723415
822,Al Kheeran,landmark,Expo 2020 Site,91.61501550231083
823,Al Kheeran,landmark,Al Makhtoum International Airport,86.2670907599848
824,Al Kheeran,landmark,Dubai Parks and Resorts,76.83066214317346
825,Al Kheeran,landmark,Jabel Ali,93.65093739981141
826,Al Kheeran,mall,Mall of the Emirates,106.29312025966
827,Al Kheeran,mall,Marina Mall,98.56958542367373
828,Al Kheeran,mall,Ibn-e-Battuta Mall,94.56603118565462
829,Al Kheeran,mall,City Centre Mirdif,128.7698404533257
830,Al Kheeran,mall,Dubai Mall,117.84333879340066
831,Al Kheeran,extreme,north,134.21856262894008
832,Al Kheeran,extreme,south,93.7290052837681
833,Al Kheeran,extreme,east,153.07440459761276
834,Al Kheeran,extreme,west,95.72033964146539
835,Al Kheeran,extreme,center,125.15460263026998
836,Al Kifaf,landmark,IMG World Adventures,17.041137982295844
837,Al Kifaf,landmark,Dubai International Airport,7.025419543827316
838,Al Kifaf,landmark,Downtown Dubai,4.891076900475915
839,Al Kifaf,landmark,Motor City,21.65703440433574
840,Al Kifaf,landmark,Burj Al Arab,15.406928741508143
841,Al Kifaf,landmark,Burj Khalifa,4.850906159513119
842,Al Kifaf,landmark,Hamdan Sports Complex,20.502138146576222
843,Al Kifaf,landmark,Global Village,18.46298704636592
844,Al Kifaf,landmark,Expo 2020 Site,32.96301174837047
845,Al Kifaf,landmark,Al Makhtoum International Airport,41.23102434783724
846,Al Kifaf,landmark,Dubai Parks and Resorts,45.58101597465468
847,Al Kifaf,landmark,Jabel Ali,29.19745732820048
848,Al Kifaf,mall,Mall of the Emirates,16.019409292734142
849,Al Kifaf,mall,Marina Mall,23.651835676412965
850,Al Kifaf,mall,Ibn-e-Battuta Mall,27.721036074310128
851,Al Kifaf,mall,City Centre Mirdif,11.085131245247453
852,Al Kifaf,mall,Dubai Mall,4.622829734685432
853,Al Kifaf,extreme,north,18.611913164948746
854,Al Kifaf,extreme,south,42.86552650646448
855,Al Kifaf,extreme,east,32.905543432396335
856,Al Kifaf,extreme,west,31.483601044899025
857,Al Kifaf,extreme,center,3.9357936523036074
858,Al Lusaily,landmark,IMG World Adventures,106.12460490583537
859,Al Lusaily,landmark,Dubai International Airport,122.7882631826812
860,Al Lusaily,landmark,Downtown Dubai,112.15894598944342
861,Al Lusaily,landmark,Motor City,97.50542468978092
862,Al Lusaily,landmark,Burj Al Arab,101.60002199086564
863,Al Lusaily,landmark,Burj Khalifa,112.09080461430274
864,Al Lusaily,landmark,Hamdan Sports Complex,103.6625670451015
865,Al Lusaily,landmark,Global Village,104.13362199482874
866,Al Lusaily,landmark,Expo 2020 Site,85.46037568141539
867,Al Lusaily,landmark,Al Makhtoum International Airport,79.5491358818551
868,Al Lusaily,landmark,Dubai Parks and Resorts,71.28795414646807
869,Al Lusaily,landmark,Jabel Ali,87.93861322430057
870,Al Lusaily,mall,Mall of the Emirates,100.86187834257275
871,Al Lusaily,mall,Marina Mall,93.23182097385393
872,Al Lusaily,mall,Ibn-e-Battuta Mall,89.14443297519279
873,Al Lusaily,mall,City Centre Mirdif,122.86215442312934
874,Al Lusaily,mall,Dubai Mall,112.40954122183801
875,Al Lusaily,extreme,north,129.76444656703816
876,Al Lusaily,extreme,south,86.31835095725434
877,Al Lusaily,extreme,east,147.04124535580138
878,Al Lusaily,extreme,west,91.77766320046648
879,Al Lusaily,extreme,center,119.9748058658454
880,Al Mamzer,landmark,IMG World Adventures,24.568504277046927
881,Al Mamzer,landmark,Dubai International Airport,5.416969130238811
882,Al Mamzer,landmark,Downtown Dubai,14.340298081212753
883,Al Mamzer,landmark,Motor City,30.65544289329065
884,Al Mamzer,landmark,Burj Al Arab,24.911820274086228
885,Al Mamzer,landmark,Burj Khalifa,14.366276911448724
886,Al Mamzer,landmark,Hamdan Sports Complex,28.049867473793462
887,Al Mamzer,landmark,Global Village,26.31470827617448
888,Al Mamzer,landmark,Expo 2020 Site,42.284757349110926
889,Al Mamzer,landmark,Al Makhtoum International Airport,50.32303834115663
890,Al Mamzer,landmark,Dubai Parks and Resorts,55.1400348694642
891,Al Mamzer,landmark,Jabel Ali,38.71371627089105
892,Al Mamzer,mall,Mall of the Emirates,25.57531932917509
893,Al Mamzer,mall,Marina Mall,33.20422503596046
894,Al Mamzer,mall,Ibn-e-Battuta Mall,37.27983577742759
895,Al Mamzer,mall,City Centre Mirdif,10.410663192223
896,Al Mamzer,mall,Dubai Mall,14.080613276373494
897,Al Mamzer,extreme,north,14.263753722819215
898,Al Mamzer,extreme,south,50.90386457204999
899,Al Mamzer,extreme,east,24.777141337689123
900,Al Mamzer,extreme,west,39.86071885633811
901,Al Mamzer,extreme,center,6.890165932307763
902,Al Manara,landmark,IMG World Adventures,12.654363376577251
903,Al Manara,landmark,Dubai International Airport,19.339110030616084
904,Al Manara,landmark,Downtown Dubai,8.47414450979218
905,Al Manara,landmark,Motor City,11.061945707773255
906,Al Manara,landmark,Burj Al Arab,2.9504037020564104
907,Al Manara,landmark,Burj Khalifa,8.353574536086125
908,Al Manara,landmark,Hamdan Sports Complex,14.74820516297644
909,Al Manara,landmark,Global Village,12.572207854006793
910,Al Manara,landmark,Expo 2020 Site,20.587475894670042
911,Al Manara,landmark,Al Makhtoum International Airport,29.30702162907373
912,Al Manara,landmark,Dubai Parks and Resorts,32.48910620063216
913,Al Manara,landmark,Jabel Ali,16.262666279300763
914,Al Manara,mall,Mall of the Emirates,2.980508694357379
915,Al Manara,mall,Marina Mall,10.580108354279085
916,Al Manara,mall,Ibn-e-Battuta Mall,14.628669529825162
917,Al Manara,mall,City Centre Mirdif,20.99880701374991
918,Al Manara,mall,Dubai Mall,8.709524479975597
919,Al Manara,extreme,north,28.91938729349126
920,Al Manara,extreme,south,33.25685007117252
921,Al Manara,extreme,east,44.989742831507485
922,Al Manara,extreme,west,21.593549022122396
923,Al Manara,extreme,center,16.365418202451625
924,Al Mararr,landmark,IMG World Adventures,21.60720176940553
925,Al Mararr,landmark,Dubai International Airport,6.32916999779173
926,Al Mararr,landmark,Downtown Dubai,9.618867405213646
927,Al Mararr,landmark,Motor City,26.433514623618965
928,Al Mararr,landmark,Burj Al Arab,19.513655249371958
929,Al Mararr,landmark,Burj Khalifa,9.517659960071338
930,Al Mararr,landmark,Hamdan Sports Complex,25.096446289562724
931,Al Mararr,landmark,Global Village,23.11667959744344
932,Al Mararr,landmark,Expo 2020 Site,37.64248560884198
933,Al Mararr,landmark,Al Makhtoum International Airport,45.97955798528025
934,Al Mararr,landmark,Dubai Parks and Resorts,49.878544705521406
935,Al Mararr,landmark,Jabel Ali,33.70386122873641
936,Al Mararr,mall,Mall of the Emirates,20.4404044283084
937,Al Mararr,mall,Marina Mall,27.900480543967582
938,Al Mararr,mall,Ibn-e-Battuta Mall,32.02930637564825
939,Al Mararr,mall,City Centre Mirdif,11.87650053810179
940,Al Mararr,mall,Dubai Mall,9.349312489444864
941,Al Mararr,extreme,north,14.263698925823341
942,Al Mararr,extreme,south,47.601578922554644
943,Al Mararr,extreme,east,30.375788772776612
944,Al Mararr,extreme,west,34.11810835347111
945,Al Mararr,extreme,center,1.1607525657528892
946,Al Merkadh,landmark,IMG World Adventures,10.01631203374596
947,Al Merkadh,landmark,Dubai International Airport,11.802511545681078
948,Al Merkadh,landmark,Downtown Dubai,3.189364054610714
949,Al Merkadh,landmark,Motor City,14.575489415227981
950,Al Merkadh,landmark,Burj Al Arab,11.214306815853472
951,Al Merkadh,landmark,Burj Khalifa,3.6021545521489156
952,Al Merkadh,landmark,Hamdan Sports Complex,13.38510149399845
953,Al Merkadh,landmark,Global Village,11.263802996475354
954,Al Merkadh,landmark,Expo 2020 Site,26.2542954130993
955,Al Merkadh,landmark,Al Makhtoum International Airport,34.2384144349325
956,Al Merkadh,landmark,Dubai Parks and Resorts,39.8265687087963
957,Al Merkadh,landmark,Jabel Ali,23.073650234418707
958,Al Merkadh,mall,Mall of the Emirates,10.691303677328037
959,Al Merkadh,mall,Marina Mall,18.41687464130033
960,Al Merkadh,mall,Ibn-e-Battuta Mall,22.190680067071217
961,Al Merkadh,mall,City Centre Mirdif,12.717345992630966
962,Al Merkadh,mall,Dubai Mall,3.3805495210000474
963,Al Merkadh,extreme,north,25.76161864650291
964,Al Merkadh,extreme,south,35.56703089995634
965,Al Merkadh,extreme,east,36.8852205110839
966,Al Merkadh,extreme,west,29.51348880990618
967,Al Merkadh,extreme,center,11.232555085525757
968,Al Mizhar First,landmark,IMG World Adventures,19.416023551253375
969,Al Mizhar First,landmark,Dubai International Airport,6.397307970716895e-13
970,Al Mizhar First,landmark,Downtown Dubai,10.883284287817705
971,Al Mizhar First,landmark,Motor City,26.10512041458899
972,Al Mizhar First,landmark,Burj Al Arab,21.930711208326898
973,Al Mizhar First,landmark,Burj Khalifa,11.063499823692323
974,Al Mizhar First,landmark,Hamdan Sports Complex,22.862472718239665
975,Al Mizhar First,landmark,Global Village,21.234173495301004
976,Al Mizhar First,landmark,Expo 2020 Site,37.98526859497621
977,Al Mizhar First,landmark,Al Makhtoum International Airport,45.723781489160466
978,Al Mizhar First,landmark,Dubai Parks and Resorts,51.55481037261702
979,Al Mizhar First,landmark,Jabel Ali,34.85855321555424
980,Al Mizhar First,mall,Mall of the Emirates,22.101939492991303
981,Al Mizhar First,mall,Marina Mall,29.87134870116606
982,Al Mizhar First,mall,Ibn-e-Battuta Mall,33.801491614739945
983,Al Mizhar First,mall,City Centre Mirdif,5.6844208417620585
984,Al Mizhar First,mall,Dubai Mall,10.66259185548905
985,Al Mizhar First,extreme,north,19.050050687210856
986,Al Mizhar First,extreme,south,45.74240288398073
987,Al Mizhar First,extreme,east,25.945017539517544
988,Al Mizhar First,extreme,west,38.507693709674975
989,Al Mizhar First,extreme,center,6.900782435634205
990,Al Mizhar Second,landmark,IMG World Adventures,19.416023551253375
991,Al Mizhar Second,landmark,Dubai International Airport,6.397307970716895e-13
992,Al Mizhar Second,landmark,Downtown Dubai,10.883284287817705
993,Al Mizhar Second,landmark,Motor City,26.10512041458899
994,Al Mizhar Second,landmark,Burj Al Arab,21.930711208326898
995,Al Mizhar Second,landmark,Burj Khalifa,11.063499823692323
996,Al Mizhar Second,landmark,Hamdan Sports Complex,22.862472718239665
997,Al Mizhar Second,landmark,Global Village,21.234173495301004
998,Al Mizhar Second,landmark,Expo 2020 Site,37.98526859497621
999,Al Mizhar Second,landmark,Al Makhtoum International Airport,45.723781489160466
1000,Al Mizhar Second,landmark,Dubai Parks and Resorts,51.55481037261702
1001,Al Mizhar Second,landmark,Jabel Ali,34.85855321555424
1002,Al Mizhar Second,mall,Mall of the Emirates,22.101939492991303
1003,Al Mizhar Second,mall,Marina Mall,29.87134870116606
1004,Al Mizhar Second,mall,Ibn-e-Battuta Mall,33.801491614739945
1005,Al Mizhar Second,mall,City Centre Mirdif,5.6844208417620585
1006,Al Mizhar Second,mall,Dubai Mall,10.66259185548905
1007,Al Mizhar Second,extreme,north,19.050050687210856
1008,Al Mizhar Second,extreme,south,45.74240288398073
1009,Al Mizhar Second,extreme,east,25.945017539517544
1010,Al Mizhar Second,extreme,west,38.507693709674975
1011,Al Mizhar Second,extreme,center,6.900782435634205
1012,Al Mizhar Third,landmark,IMG World Adventures,19.416023551253375
1013,Al Mizhar Third,landmark,Dubai International Airport,6.397307970716895e-13
1014,Al Mizhar Third,landmark,Downtown Dubai,10.883284287817705
1015,Al Mizhar Third,landmark,Motor City,26.10512041458899
1016,Al Mizhar Third,landmark,Burj Al Arab,21.930711208326898
1017,Al Mizhar Third,landmark,Burj Khalifa,11.063499823692323
1018,Al Mizhar Third,landmark,Hamdan Sports Complex,22.862472718239665
1019,Al Mizhar Third,landmark,Global Village,21.234173495301004
1020,Al Mizhar Third,landmark,Expo 2020 Site,37.98526859497621
1021,Al Mizhar Third,landmark,Al Makhtoum International Airport,45.723781489160466
1022,Al Mizhar Third,landmark,Dubai Parks and Resorts,51.55481037261702
1023,Al Mizhar Third,landmark,Jabel Ali,34.85855321555424
1024,Al Mizhar Third,mall,Mall of the Emirates,22.101939492991303
1025,Al Mizhar Third,mall,Marina Mall,29.87134870116606
1026,Al Mizhar Third,mall,Ibn-e-Battuta Mall,33.801491614739945
1027,Al Mizhar Third,mall,City Centre Mirdif,5.6844208417620585
1028,Al Mizhar Third,mall,Dubai Mall,10.66259185548905
1029,Al Mizhar Third,extreme,north,19.050050687210856
1030,Al Mizhar Third,extreme,south,45.74240288398073
1031,Al Mizhar Third,extreme,east,25.945017539517544
1032,Al Mizhar Third,extreme,west,38.507693709674975
1033,Al Mizhar Third,extreme,center,6.900782435634205
1034,Al Murqabat,landmark,IMG World Adventures,20.347937735171747
1035,Al Murqabat,landmark,Dubai International Airport,4.593323357459501
1036,Al Murqabat,landmark,Downtown Dubai,9.051998942393833
1037,Al Murqabat,landmark,Motor City,25.666734353961544
1038,Al Murqabat,landmark,Burj Al Arab,19.521053630120203
1039,Al Murqabat,landmark,Burj Khalifa,9.03920916525578
1040,Al Murqabat,landmark,Hamdan Sports Complex,23.84945746868273
1041,Al Murqabat,landmark,Global Village,21.938402714579965
1042,Al Murqabat,landmark,Expo 2020 Site,37.10645526669918
1043,Al Murqabat,landmark,Al Makhtoum International Airport,45.29667576617007
1044,Al Murqabat,landmark,Dubai Parks and Resorts,49.76206329461236
1045,Al Murqabat,landmark,Jabel Ali,33.39172389732002
1046,Al Murqabat,mall,Mall of the Emirates,20.209715705498883
1047,Al Murqabat,mall,Marina Mall,27.816663163933505
1048,Al Murqabat,mall,Ibn-e-Battuta Mall,31.900018866067303
1049,Al Murqabat,mall,City Centre Mirdif,10.057216947268559
1050,Al Murqabat,mall,Dubai Mall,8.786760722077712
1051,Al Murqabat,extreme,north,15.855560204385656
1052,Al Murqabat,extreme,south,46.50759905695326
1053,Al Murqabat,extreme,east,29.43237352240423
1054,Al Murqabat,extreme,west,34.89759370826995
1055,Al Murqabat,extreme,center,2.317581804172021
1056,Al Muteena,landmark,IMG World Adventures,20.871933845438384
1057,Al Muteena,landmark,Dubai International Airport,5.885340234381394
1058,Al Muteena,landmark,Downtown Dubai,8.995947038431199
1059,Al Muteena,landmark,Motor City,25.782785320744246
1060,Al Muteena,landmark,Burj Al Arab,19.07459477682174
1061,Al Muteena,landmark,Burj Khalifa,8.916174889321907
1062,Al Muteena,landmark,Hamdan Sports Complex,24.363095867104835
1063,Al Muteena,landmark,Global Village,22.39125192371831
1064,Al Muteena,landmark,Expo 2020 Site,37.05054846145116
1065,Al Muteena,landmark,Al Makhtoum International Airport,45.352307884435355
1066,Al Muteena,landmark,Dubai Parks and Resorts,49.41072643473825
1067,Al Muteena,landmark,Jabel Ali,33.17279526832991
1068,Al Muteena,mall,Mall of the Emirates,19.926721968531613
1069,Al Muteena,mall,Marina Mall,27.437296584278617
1070,Al Muteena,mall,Ibn-e-Battuta Mall,31.553310799031653
1071,Al Muteena,mall,City Centre Mirdif,11.3371955985556
1072,Al Muteena,mall,Dubai Mall,8.726529846428233
1073,Al Muteena,extreme,north,15.012042379333224
1074,Al Muteena,extreme,south,46.891407082671286
1075,Al Muteena,extreme,east,30.411237046447045
1076,Al Muteena,extreme,west,33.98731572852815
1077,Al Muteena,extreme,center,1.0724400982822704
1078,Al Nahda First,landmark,IMG World Adventures,19.416023551253375
1079,Al Nahda First,landmark,Dubai International Airport,6.397307970716895e-13
1080,Al Nahda First,landmark,Downtown Dubai,10.883284287817705
1081,Al Nahda First,landmark,Motor City,26.10512041458899
1082,Al Nahda First,landmark,Burj Al Arab,21.930711208326898
1083,Al Nahda First,landmark,Burj Khalifa,11.063499823692323
1084,Al Nahda First,landmark,Hamdan Sports Complex,22.862472718239665
1085,Al Nahda First,landmark,Global Village,21.234173495301004
1086,Al Nahda First,landmark,Expo 2020 Site,37.98526859497621
1087,Al Nahda First,landmark,Al Makhtoum International Airport,45.723781489160466
1088,Al Nahda First,landmark,Dubai Parks and Resorts,51.55481037261702
1089,Al Nahda First,landmark,Jabel Ali,34.85855321555424
1090,Al Nahda First,mall,Mall of the Emirates,22.101939492991303
1091,Al Nahda First,mall,Marina Mall,29.87134870116606
1092,Al Nahda First,mall,Ibn-e-Battuta Mall,33.801491614739945
1093,Al Nahda First,mall,City Centre Mirdif,5.6844208417620585
1094,Al Nahda First,mall,Dubai Mall,10.66259185548905
1095,Al Nahda First,extreme,north,19.050050687210856
1096,Al Nahda First,extreme,south,45.74240288398073
1097,Al Nahda First,extreme,east,25.945017539517544
1098,Al Nahda First,extreme,west,38.507693709674975
1099,Al Nahda First,extreme,center,6.900782435634205
1100,Al Nahda Second,landmark,IMG World Adventures,19.416023551253375
1101,Al Nahda Second,landmark,Dubai International Airport,6.397307970716895e-13
1102,Al Nahda Second,landmark,Downtown Dubai,10.883284287817705
1103,Al Nahda Second,landmark,Motor City,26.10512041458899
1104,Al Nahda Second,landmark,Burj Al Arab,21.930711208326898
1105,Al Nahda Second,landmark,Burj Khalifa,11.063499823692323
1106,Al Nahda Second,landmark,Hamdan Sports Complex,22.862472718239665
1107,Al Nahda Second,landmark,Global Village,21.234173495301004
1108,Al Nahda Second,landmark,Expo 2020 Site,37.98526859497621
1109,Al Nahda Second,landmark,Al Makhtoum International Airport,45.723781489160466
1110,Al Nahda Second,landmark,Dubai Parks and Resorts,51.55481037261702
1111,Al Nahda Second,landmark,Jabel Ali,34.85855321555424
1112,Al Nahda Second,mall,Mall of the Emirates,22.101939492991303
1113,Al Nahda Second,mall,Marina Mall,29.87134870116606
1114,Al Nahda Second,mall,Ibn-e-Battuta Mall,33.801491614739945
1115,Al Nahda Second,mall,City Centre Mirdif,5.6844208417620585
1116,Al Nahda Second,mall,Dubai Mall,10.66259185548905
1117,Al Nahda Second,extreme,north,19.050050687210856
1118,Al Nahda Second,extreme,south,45.74240288398073
1119,Al Nahda Second,extreme,east,25.945017539517544
1120,Al Nahda Second,extreme,west,38.507693709674975
1121,Al Nahda Second,extreme,center,6.900782435634205
1122,Al Qusais First,landmark,IMG World Adventures,19.416023551253375
1123,Al Qusais First,landmark,Dubai International Airport,6.397307970716895e-13
1124,Al Qusais First,landmark,Downtown Dubai,10.883284287817705
1125,Al Qusais First,landmark,Motor City,26.10512041458899
1126,Al Qusais First,landmark,Burj Al Arab,21.930711208326898
1127,Al Qusais First,landmark,Burj Khalifa,11.063499823692323
1128,Al Qusais First,landmark,Hamdan Sports Complex,22.862472718239665
1129,Al Qusais First,landmark,Global Village,21.234173495301004
1130,Al Qusais First,landmark,Expo 2020 Site,37.98526859497621
1131,Al Qusais First,landmark,Al Makhtoum International Airport,45.723781489160466
1132,Al Qusais First,landmark,Dubai Parks and Resorts,51.55481037261702
1133,Al Qusais First,landmark,Jabel Ali,34.85855321555424
1134,Al Qusais First,mall,Mall of the Emirates,22.101939492991303
1135,Al Qusais First,mall,Marina Mall,29.87134870116606
1136,Al Qusais First,mall,Ibn-e-Battuta Mall,33.801491614739945
1137,Al Qusais First,mall,City Centre Mirdif,5.6844208417620585
1138,Al Qusais First,mall,Dubai Mall,10.66259185548905
1139,Al Qusais First,extreme,north,19.050050687210856
1140,Al Qusais First,extreme,south,45.74240288398073
1141,Al Qusais First,extreme,east,25.945017539517544
1142,Al Qusais First,extreme,west,38.507693709674975
1143,Al Qusais First,extreme,center,6.900782435634205
1144,Al Qusais Industrial Fifth,landmark,IMG World Adventures,19.416023551253375
1145,Al Qusais Industrial Fifth,landmark,Dubai International Airport,6.397307970716895e-13
1146,Al Qusais Industrial Fifth,landmark,Downtown Dubai,10.883284287817705
1147,Al Qusais Industrial Fifth,landmark,Motor City,26.10512041458899
1148,Al Qusais Industrial Fifth,landmark,Burj Al Arab,21.930711208326898
1149,Al Qusais Industrial Fifth,landmark,Burj Khalifa,11.063499823692323
1150,Al Qusais Industrial Fifth,landmark,Hamdan Sports Complex,22.862472718239665
1151,Al Qusais Industrial Fifth,landmark,Global Village,21.234173495301004
1152,Al Qusais Industrial Fifth,landmark,Expo 2020 Site,37.98526859497621
1153,Al Qusais Industrial Fifth,landmark,Al Makhtoum International Airport,45.723781489160466
1154,Al Qusais Industrial Fifth,landmark,Dubai Parks and Resorts,51.55481037261702
1155,Al Qusais Industrial Fifth,landmark,Jabel Ali,34.85855321555424
1156,Al Qusais Industrial Fifth,mall,Mall of the Emirates,22.101939492991303
1157,Al Qusais Industrial Fifth,mall,Marina Mall,29.87134870116606
1158,Al Qusais Industrial Fifth,mall,Ibn-e-Battuta Mall,33.801491614739945
1159,Al Qusais Industrial Fifth,mall,City Centre Mirdif,5.6844208417620585
1160,Al Qusais Industrial Fifth,mall,Dubai Mall,10.66259185548905
1161,Al Qusais Industrial Fifth,extreme,north,19.050050687210856
1162,Al Qusais Industrial Fifth,extreme,south,45.74240288398073
1163,Al Qusais Industrial Fifth,extreme,east,25.945017539517544
1164,Al Qusais Industrial Fifth,extreme,west,38.507693709674975
1165,Al Qusais Industrial Fifth,extreme,center,6.900782435634205
1166,Al Qusais Industrial First,landmark,IMG World Adventures,19.416023551253375
1167,Al Qusais Industrial First,landmark,Dubai International Airport,6.397307970716895e-13
1168,Al Qusais Industrial First,landmark,Downtown Dubai,10.883284287817705
1169,Al Qusais Industrial First,landmark,Motor City,26.10512041458899
1170,Al Qusais Industrial First,landmark,Burj Al Arab,21.930711208326898
1171,Al Qusais Industrial First,landmark,Burj Khalifa,11.063499823692323
1172,Al Qusais Industrial First,landmark,Hamdan Sports Complex,22.862472718239665
1173,Al Qusais Industrial First,landmark,Global Village,21.234173495301004
1174,Al Qusais Industrial First,landmark,Expo 2020 Site,37.98526859497621
1175,Al Qusais Industrial First,landmark,Al Makhtoum International Airport,45.723781489160466
1176,Al Qusais Industrial First,landmark,Dubai Parks and Resorts,51.55481037261702
1177,Al Qusais Industrial First,landmark,Jabel Ali,34.85855321555424
1178,Al Qusais Industrial First,mall,Mall of the Emirates,22.101939492991303
1179,Al Qusais Industrial First,mall,Marina Mall,29.87134870116606
1180,Al Qusais Industrial First,mall,Ibn-e-Battuta Mall,33.801491614739945
1181,Al Qusais Industrial First,mall,City Centre Mirdif,5.6844208417620585
1182,Al Qusais Industrial First,mall,Dubai Mall,10.66259185548905
1183,Al Qusais Industrial First,extreme,north,19.050050687210856
1184,Al Qusais Industrial First,extreme,south,45.74240288398073
1185,Al Qusais Industrial First,extreme,east,25.945017539517544
1186,Al Qusais Industrial First,extreme,west,38.507693709674975
1187,Al Qusais Industrial First,extreme,center,6.900782435634205
1188,Al Qusais Industrial Fourth,landmark,IMG World Adventures,19.416023551253375
1189,Al Qusais Industrial Fourth,landmark,Dubai International Airport,6.397307970716895e-13
1190,Al Qusais Industrial Fourth,landmark,Downtown Dubai,10.883284287817705
1191,Al Qusais Industrial Fourth,landmark,Motor City,26.10512041458899
1192,Al Qusais Industrial Fourth,landmark,Burj Al Arab,21.930711208326898
1193,Al Qusais Industrial Fourth,landmark,Burj Khalifa,11.063499823692323
1194,Al Qusais Industrial Fourth,landmark,Hamdan Sports Complex,22.862472718239665
1195,Al Qusais Industrial Fourth,landmark,Global Village,21.234173495301004
1196,Al Qusais Industrial Fourth,landmark,Expo 2020 Site,37.98526859497621
1197,Al Qusais Industrial Fourth,landmark,Al Makhtoum International Airport,45.723781489160466
1198,Al Qusais Industrial Fourth,landmark,Dubai Parks and Resorts,51.55481037261702
1199,Al Qusais Industrial Fourth,landmark,Jabel Ali,34.85855321555424
1200,Al Qusais Industrial Fourth,mall,Mall of the Emirates,22.101939492991303
1201,Al Qusais Industrial Fourth,mall,Marina Mall,29.87134870116606
1202,Al Qusais Industrial Fourth,mall,Ibn-e-Battuta Mall,33.801491614739945
1203,Al Qusais Industrial Fourth,mall,City Centre Mirdif,5.6844208417620585
1204,Al Qusais Industrial Fourth,mall,Dubai Mall,10.66259185548905
1205,Al Qusais Industrial Fourth,extreme,north,19.050050687210856
1206,Al Qusais Industrial Fourth,extreme,south,45.74240288398073
1207,Al Qusais Industrial Fourth,extreme,east,25.945017539517544
1208,Al Qusais Industrial Fourth,extreme,west,38.507693709674975
1209,Al Qusais Industrial Fourth,extreme,center,6.900782435634205
1210,Al Qusais Industrial Second,landmark,IMG World Adventures,19.416023551253375
1211,Al Qusais Industrial Second,landmark,Dubai International Airport,6.397307970716895e-13
1212,Al Qusais Industrial Second,landmark,Downtown Dubai,10.883284287817705
