parking,parking_count
,0
,0
,0
T2-UP1-15,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
P-53,1
B2-A50,1
,0
,0
,0
B-133,1
B-113,1
B2-T1-082,1
,0
B2-A98,1
B4-A70,1
,0
,0
B5-5171,1
B2-71,1
,0
B2-42,1
P2-17,1
,0
P3-41 (Automated),1
P2-15,1
B-306,1
,0
,0
,0
B2-2103,1
B-13,1
,0
B2-35,1
"B-207, B-208",2
,0
P1-23,1
BZ3G05,1
B4-01,1
,0
,0
B-036,1
B1-1002,1
B1-36,1
P1-313,1
B3-61,1
P3-066,1
"B-314, B-315",2
B-179,1
,0
,0
B-116,1
B2-95,1
"B-458, B-459",2
"B-386, B-387",2
B-189,1
B-191,1
BZ3F05,1
B1-1677,1
B5-92,1
M-68,1
B1-012,1
B2-146,1
,0
,0
,0
,0
,0
,0
EU,0
EU,0
B-153,1
B-202,1
B-3,1
"P2-40, P2-41",2
"P2-49, P2-50",2
P1-16,1
"P2-19, P2-20",2
B-186,1
B1-A9,1
G-10,1
B1-97,1
P3-77,1
,0
B-151,1
,0
,0
,0
B3-55,1
B1-A41,1
,0
P-428,1
M-1D-196,1
,0
,0
"G-04, G-05",2
"B-356, B-358",2
"B2-219, B2-220",2
,0
P4-42,1
,0
,0
,0
,0
,0
T1-G-55,1
,0
,0
,0
,0
,0
B1-66,1
,0
EU,0
P3-386,1
B1-1037,1
B-173,1
GZ5C24,1
,0
B1-28,1
B-108,1
B-72,1
,0
,0
,0
B4-6,1
,0
,0
,0
,0
,0
,0
G-95,1
,0
"B3-8, B3-9",2
,0
P-123,1
B4-A11,1
,0
G-55,1
B2-59,1
EU,0
,0
P3-003,1
P1-066,1
,0
,0
P4-56,1
"B-182, B-182A",2
,0
B-105,1
,0
,0
PH1-1LG-56,1
,0
,0
,0
P7-31,1
G-125,1
PH1-B-82,1
B-127,1
"PH1-B-83, PH1-B-84",2
,0
P2-37,1
,0
,0
,0
B2-32,1
G-22,1
,0
,0
,0
B1-72,1
,0
,0
G-65,1
,0
,0
,0
,0
B-7,1
B-91,1
,0
"G-85,G-86",2
,0
,0
,0
,0
,0
G-016,1
,0
,0
,0
,0
,0
,0
,0
G-77,1
,0
,0
B1-100,1
,0
B2-12,1
PH3-G-29,1
P3-31,1
,0
,0
G-51,1
,0
"L1-T2-736, L1-T2-737",2
,0
,0
,0
"P2-168,P2-169",2
G-54,1
,0
B-10,1
EU,0
,0
,0
,0
,0
,0
,0
,0
,0
B-23,1
,0
,0
,0
,0
,0
EU,0
EU,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
B2-29,1
B-89,1
,0
B-109,1
,0
P1-109,1
M-66,1
,0
,0
B4-A105,1
B3-A121,1
G-28,1
,0
,0
,0
B2-166,1
B-299,1
P2-109,1
"B2-282, B2-333 ,B2-334, B2-335",4
,0
,0
,0
,0
,0
,0
,0
,0
,0
PH1-1LG-67,1
,0
L4-580,1
B2-2105,1
,0
G-35,1
,0
,0
,0
,0
,0
,0
"P1-67, P1-68",2
P1-69,1
,0
P4-44,1
,0
,0
,0
,0
G-1D-112,1
,0
P2-166,1
,0
L1-255,1
"B1-152, B1-153",2
,0
P3-145,1
,0
,0
P2-45,1
B2-2090,1
P5-85,1
B4-4355,1
,0
P5-11,1
,0
"B2-2077 , B2-2078",2
B2-211,1
,0
EU,0
,0
B-003,1
,0
G-22,1
1,1
,0
B-108,1
B2-79,1
B-132,1
1,1
,0
,0
PH2-B-225,1
1,1
G-72,1
,0
,0
,0
B2-27,1
M-105,1
BZ3C13,1
GF-43,1
EU,0
,0
B2-132,1
B2-180,1
EU,0
"B-2,B-3",2
,0
,0
B-77,1
GZ5B19,1
G-1D-014,1
B1-109,1
,0
"B1-90,B1-T7",2
B2-128,1
B1-66,1
B2-172,1
,0
,0
,0
GF-117,1
G-25,1
,0
,0
,0
P3-347,1
P2-270,1
G-100,1
B-131,1
"P2-26, P2-27",2
1,1
,0
1,1
1,1
,0
B2-035,1
,0
P1-64,1
B-261,1
,0
,0
,0
,0
,0
,0
EU,0
EU,0
,0
,0
,0
EU,0
EU,0
,0
,0
,0
1,1
1,1
,0
1,1
1,1
1,1
B2-22,1
"DS - 105, 106 & 107",2
G-011,1
B2-55,1
B4-A186,1
B1-10,1
,0
L3-C047,1
B3-68,1
G-93,1
B2-A129,1
B2-17,1
G-104,1
B-179,1
,0
B-190,1
GZ2C11,1
BZ3H03,1
B2 - 70,1
,0
B-72,1
,0
EU,0
,0
,0
EU,0
P1-185,1
3F-5,1
G-A095,1
,0
,0
B1-164,1
,0
B2-020,1
B-90,1
,0
,0
"B4-59,B4-60",2
P1 - 46,1
B1-174,1
,0
P2-138,1
1,1
,0
,0
P2-49,1
P1-060,1
P3-53,1
B1-30,1
,0
GZ4E97,1
4F-058,1
,0
,0
L2-C041,1
1,1
1,1
3F-4,1
,0
B-47,1
P2-91,1
B1-A19,1
,0
,0
,0
B4-4365,1
,0
3F-3,1
P5-72,1
GZ5A04,1
P4-72,1
,0
B2-101,1
,0
,0
"B5-5022, B5-5023",2
L1-76,1
,0
"P1-02, P1-03",2
BZ3M14,1
"B3-A84, B3-A85",2
,0
B1 - 95,1
B1-81,1
GZ2A79,1
L3-68,1
GZ2B08,1
3F-57,1
"B1-25 ,B1-26",2
B1-98,1
2F-15,1
M-70,1
,0
,0
,0
,0
,0
,0
,0
,0
P2-57,1
,0
,0
B1-88,1
P1-02,1
G-38,1
EU,0
,0
B-229,1
,0
,0
B1-53,1
,0
,0
,0
,0
,0
,0
GZ3F29,1
,0
,0
P5-12,1
,0
,0
EU,0
EU,0
M-75,1
,0
B2-199,1
B1-67,1
,0
L1-121,1
,0
BZ3E07,1
,0
EU,0
"B6-6031, B6-6032",2
,0
,0
P2-56,1
,0
,0
,0
P4-35,1
B2-19,1
"P3-21, P3-22",2
,0
,0
B3-395,1
P3-22 (Automated),1
,0
,0
EU,0
EU,0
,0
,0
"B-89, B-90",2
P4-19,1
,0
,0
,0
,0
,0
,0
L3-A020,1
G-43,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"L2-29,L2-T3",2
,0
,0
,0
P1-103,1
,0
,0
,0
,0
,0
,0
,0
EU,0
,0
,0
,0
G-280,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
P4-01,1
B-8,1
,0
,0
EU,0
EU,0
,0
,0
,0
,0
,0
,0
,0
,0
P1-87,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
B-26,1
P1-77,1
,0
B2-40,1
EU,0
"PH1-B-151, PH1-B-T02",2
,0
G-214,1
,0
,0
EU,0
,0
,0
B2-12,1
,0
,0
,0
,0
,0
,0
,0
LB-31,1
,0
,0
,0
,0
EU,0
EU,0
EU,0
P3-35,1
,0
,0
,0
,0
LB-86,1
EU,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
B2-39,1
,0
G-057,1
,0
,0
,0
,0
,0
,0
EU,0
,0
P-46,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
B-253,1
,0
,0
,0
B-157,1
,0
,0
,0
,0
P3-42,1
,0
,0
,0
P2-14,1
,0
B1-A8,1
EU,0
B2-33,1
,0
,0
,0
,0
,0
GZ4E91,1
,0
B1-T2-425A,1
,0
,0
,0
,0
,0
P-15,1
,0
,0
,0
G-113,1
,0
B-80,1
P1-05,1
P2-46,1
"G-39, G-40",2
B3-3286,1
B2-38,1
,0
,0
GF-034,1
B4-4584,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
B-20,1
,0
,0
"B1-063 , B1-064",2
,0
,0
,0
"P2-17, P2-18",2
EU,0
,0
,0
"P1-020,P1-021",2
,0
,0
,0
,0
,0
,0
,0
"P1-48, P1-49",2
P1-57,1
B2-020,1
,0
B1-164,1
,0
,0
,0
,0
B-25,1
,0
,0
,0
P1-95,1
P-14,1
M-1D-186,1
,0
"B1-1630, B1-1631",2
,0
B2-35,1
,0
G-154,1
"P1-104,P1-105",2
P2-149,1
,0
"P2-063 , P2-064",2
B3-46,1
"B3-162,B3-176",2
P1-107,1
,0
,0
B1-102,1
,0
B2-A15,1
B2-T2-186,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
P1-01,1
,0
B2 - 68,1
,0
B1-115,1
EU,0
,0
B-169,1
,0
B4-31,1
,0
,0
,0
L4-629,1
,0
,0
,0
,0
,0
,0
B2-23,1
,0
,0
L1-B042,1
,0
,0
B2-T1-096,1
G-45,1
LB-60,1
,0
G-90,1
B2-34,1
M-1D-203,1
,0
,0
,0
B1-102,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"B5-5123, B5-5124",2
"104-1, 104-2",2
P-12,1
,0
,0
B4-22,1
P1-096,1
P1-051,1
B-46,1
EU,0
,0
P-120,1
M-1B-155,1
,0
P2-71,1
,0
"B4-A171, B4-A172",2
"P3-012,P3-013",2
,0
,0
,0
,0
G-25,1
,0
,0
P2-22,1
,0
,0
,0
,0
,0
B1-48,1
P3-09 (Automated),1
,0
L1-100,1
EU,0
B-2,1
P-85,1
,0
,0
,0
,0
,0
,0
,0
B-77,1
B2-305,1
P3-79,1
P3-204,1
,0
,0
,0
,0
P2-460,1
,0
,0
,0
,0
P1-118,1
P1-119,1
G-40,1
,0
,0
,0
B-90,1
EU,0
M-63,1
,0
,0
P1-073,1
P1-072,1
,0
P1-081,1
,0
,0
B2-020,1
G-59,1
,0
GZ5C23,1
,0
B2-2110,1
,0
,0
,0
,0
,0
,0
,0
,0
G-186,1
,0
,0
BZ3D17,1
,0
,0
,0
,0
GZ3J05,1
G-80,1
,0
G-5,1
B-75,1
B-72,1
B-73,1
G-6,1
B-115,1
B-76,1
B-77,1
B-116,1
G-7,1
B-117,1
B-79,1
B-80,1
B-81,1
B-118,1
B-119,1
B-82,1
B-120,1
B-121,1
B-114,1
B-78,1
B-74,1
B-83,1
B-124,1
B-135,1
B-127,1
B-139,1
B-138,1
B-105,1
G-08,1
B-106,1
B-133,1
B-132,1
G-14,1
G-09,1
B-137,1
B-136,1
B-134,1
B-102,1
B-125,1
B-103,1
B-104,1
B-107,1
B-99,1
G-11,1
B-140,1
B-130,1
B-96,1
B-141,1
G-13,1
B-129,1
B-101,1
B-98,1
B-146,1
B-150,1
B-100,1
B-131,1
B-145,1
B-142,1
B-123,1
B-149,1
G-10,1
B-97,1
B-143,1
B-144,1
B-147,1
B-148,1
G-12,1
B-126,1
B-128,1
DMCC-1123,1
B-23,1
B-88,1
DMCC-3227,1
1,1
B-79,1
DMCC-2226,1
DMCC-2229,1
DMCC-2228,1
DMCC-2227,1
DMCC-2230,1
DMCC-2224,1
DMCC-2220,1
DMCC-2219,1
DMCC-2225,1
B-027,1
P3-039,1
P3-038,1
G-006,1
P2-048,1
G-095,1
G-008,1
B-122,1
"P2-062,P2-T6",2
"P2-041,P2-T11",2
G-034,1
B-008,1
B-009,1
P1-149,1
G-23,1
P1-112,1
B F 62,1
B C 61,1
B F 61,1
P1/A-110,1
P1/A-111,1
P1 D 151,1
P1 D 152,1
,0
P1-32,1
P-48,1
P-47,1
P-46,1
B2-30,1
,0
B-90,1
G-2,1
B-84,1
B-71,1
B-111,1
B-94,1
B-110,1
G-1,1
B-95,1
B-70,1
B-89,1
B-109,1
G-3,1
B-87,1
B-112,1
B-113,1
G-4,1
B-85,1
B-92,1
B-91,1
B-108,1
B-86,1
B-93,1
B-88,1
B2-69,1
B1-80,1
(B-75),1
B1-212,1
,0
3B-42,1
,0
142B01,1
G-105,1
,0
Building 17-LBB-18,1
B2-99,1
B1-67,1
G - 91,1
,0
G-07,1
258,1
208,1
B-33,1
B1-75,1
"P1-84, P1-85",2
P4 6,1
B2-14,1
B3-208,1
"G-59,G-95",2
14 3A 35,1
"LB-917, LB-918, LB-919",3
B3-178,1
B3-177,1
B3-176,1
B1-245,1
141A05,1
G - 97,1
G-108,1
P2 47,1
,0
B-044,1
G - 109,1
G79,1
,0
1L2-21,1
G-34,1
P578,1
2B-66,1
B1/151,1
B - 67,1
B2-83,1
,0
G-018,1
,0
"L2-6, 7",2
7-G-59,1
B1-49,1
G 99,1
P1-30,1
B2-177,1
,0
G-108,1
3B-46,1
"UB-589, UB-590",2
"B2/48,B2/45",2
G-30,1
7-G-52& 7-G-53,1
40,1
G - 53,1
"P1-096,097",2
G-74,1
"P144, P8",2
B1-13,1
G-33,1
,0
,0
P1 61,1
B2-199,1
,0
B3-451,1
B1-151,1
L3-57,1
42,1
G-134,1
B3-159,1
B2-109,1
2B-71,1
P3 64,1
,0
,0
G-130,1
56,1
B1-134,1
101,1
,0
B - 72,1
B - 71,1
B-213,1
,0
B1-199,1
B2-18,1
B2-17,1
15-5B-13,1
"B-R9-1, B-R9-2",2
B1-276,1
G-39,1
48,1
B1-41,1
,0
GF-9,1
2B-72,1
"L2-6, 7",2
"DMCC L2-2275,DMCC L2-2276",2
P1-39,1
,0
B C 141,1
B2-874,1
B4-689,1
P-79,1
P-83,1
B/A-44,1
P2 C 66,1
B C 140,1
P2 F 34,1
B E 69,1
P2 C 117,1
P4088,1
P3103,1
G-30,1
G-01,1
P2 C 56,1
P2 C 166,1
P1 C 108,1
B C 93,1
B C 139,1
P2 D 132,1
P1 D 37,1
P1 D 108,1
P2 E 108,1
B E 88,1
P2 E 86,1
B E 123,1
P2 F 162,1
B F 166,1
"B1-360, B1-361, B1-362, B1-363, B1-364",5
"B1-356, B1-357, B1-358, B1-359",4
"B1-352, B1-353, B1-354, B1-355",4
"B1-348, B1-349, B1-350, B1-351",4
P1-28,1
P1-29,1
P1-30,1
P1-31,1
P1-12,1
P1-13,1
P1-14,1
P1-15,1
,0
,0
P1-36,1
P1-37,1
P1-38,1
P1-39,1
P1-40,1
P1-41,1
P1-42,1
P1-43,1
P1-44,1
P1-45,1
P1-46,1
P1-47,1
,0
P1-48,1
P1-49,1
P1-50,1
G-25,1
G-26,1
G-27,1
G-28,1
G-29,1
G-30,1
G-31,1
G-32,1
G-33,1
G-34,1
G-35,1
G-36,1
G-37,1
G-38,1
G-39,1
G-40,1
G-41,1
G-42,1
P1-32,1
P1-33,1
P1-34,1
P1-35,1
P1-51,1
P1-52,1
P1-53,1
P1-54,1
G-43,1
G-44,1
,0
,0
G-45,1
P1-01,1
P1-02,1
P1-03,1
P1-04,1
P1-05,1
P1-06,1
P1-07,1
P1-08,1
P1-09,1
P1-10,1
P1-11,1
,0
,0
G-01,1
G-02,1
,0
,0
G-05,1
G-06,1
G-07,1
G-08,1
G-09,1
G-10,1
G-11,1
G-12,1
G-13,1
G-14,1
G-15,1
G-16,1
G-17,1
G-18,1
G-19,1
G-20,1
G-21,1
G-22,1
G-23,1
G-24,1
P1-16,1
P1-17,1
P1-18,1
P1-19,1
P1-20,1
P1-21,1
P1-22,1
P1-23,1
,0
,0
P1-24,1
P1-25,1
P1-26,1
P1-27,1
P-29,1
P-30,1
P-31,1
P-32,1
P-33,1
P-34,1
P-35,1
P-36,1
P-37,1
P-38,1
P-39,1
P-40,1
,0
,0
P-41,1
P-42,1
P-43,1
P-44,1
P-45,1
P-46,1
P-47,1
P-48,1
P-49,1
P-50,1
P-51,1
P-52,1
,0
,0
P-53,1
P-54,1
G-01,1
G-02,1
,0
,0
G-05,1
G-06,1
G-07,1
G-08,1
P-01,1
P-02,1
P-03,1
P-04,1
G-38,1
G-39,1
G-40,1
G-41,1
G-42,1
G-43,1
G-44,1
G-45,1
G-09,1
G-10,1
,0
G-11,1
G-12,1
G-13,1
G-14,1
G-15,1
G-16,1
G-17,1
G-18,1
G-19,1
G-20,1
G-21,1
P-07,1
P-08,1
P-09,1
P-10,1
P-11,1
P-12,1
P-13,1
P-14,1
P-15,1
P-16,1
,0
,0
P-17,1
P-18,1
P-19,1
P-20,1
P-21,1
P-22,1
P-23,1
P-24,1
P-25,1
P-26,1
P-27,1
P-28,1
,0
,0
P-05,1
P-06,1
G-22,1
G-23,1
G-24,1
G-25,1
G-26,1
G-27,1
G-28,1
G-29,1
G-30,1
G-31,1
G-32,1
G-33,1
G-34,1
G-35,1
G-36,1
G-37,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
B-212,1
B-211,1
B-210,1
B-209,1
B-215,1
B-207,1
B-213,1
B-206,1
B-214,1
B-208,1
,0
,0
,0
,0
3B-40,1
,0
,0
,0
B2-01,1
B3-224,1
B2-02,1
G-124,1
,0
,0
,0
"G-97, G-98",2
,0
,0
,0
Building 15-1A-02,1
B - 71,1
B - 72,1
P1-36,1
P2-136,1
P2-136,1
B4-A149,1
B4-A149,1
P103,1
P103,1
P1-29,1
,0
,0
"Building 9-B3-85, Building 9-B3-119",2
,0
,0
P4-75,1
1 B1,1
,0
B-213,1
P-240,1
P-76,1
,0
"B3-58, B3-79, B3-80",3
,0
M124,1
,0
,0
,0
,0
442-443,1
,0
,0
"B3-128,B3-129",2
"B2-7186,B2-7187",2
,0
B2-54,1
,0
,0
DMCC-0080,1
,0
DS - 4 & 5,1
,0
,0
,0
P3-48,1
P3-46,1
P3-44,1
P3-41,1
P3-38,1
P3-35,1
,0
,0
,0
,0
,0
,0
,0
,0
1,1
1,1
1,1
,0
,0
,0
1,1
,0
1,1
,0
1,1
,0
1,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
1,1
1,1
1,1
1,1
1,1
1  1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
G-59,1
G-73,1
G-84,1
1,1
1,1
G-153,1
G-178,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
,0
,0
,0
1,1
1,1
1,1
1,1
1  1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
BB - 9,1
,0
B2-281,1
,0
,0
"B-R045, B-R046",2
EU,0
"B2-44, B2-45",2
,0
,0
,0
,0
3P74,1
G-29,1
,0
,0
,0
B-59,1
Integrated,0
,0
B2-112,1
,0
B3-109,1
,0
,0
,0
P3-08,1
3P74,1
,0
L1 1008,1
,0
B1-21,1
"G02-1, G02-2",2
,0
,0
"B-09 , B-10",2
B1-20,1
,0
,0
,0
,0
,0
P1-336,1
P - 293,1
"B2-2238,2239",2
1 nos,1
"L6-190 TO L6-194,L6-161 TO L6-163",0
"L6-195 TO L6-199,L6-164 TO L6-167",0
B3-420,1
P3-73,1
1,1
1,1
P4-01,1
,0
,0
,0
"B2-409, B2-410",2
,0
"B2-36,B2-37",2
B3-112,1
B1-9,1
P-01,1
,0
B1-10,1
,0
B3-3256,1
"DMCC L3-3146 , B1-87, B1-88",3
B1-30,1
G-078,1
"GROUND PARKING (B) 9,10",2
1,1
 DMCC 3056,1
 DMCC 2020,1
B3-46,1
 DMCC 1077,1
 DMCC 2090,1
 DMCC 1082,1
 DMCC 1213,1
"P1-522,P1-523",2
EU,0
,0
EU,0
EU,0
"B3-58, B3-79, B3-80",3
EU,0
B-09,1
B1-21,1
EU,0
2-LG20,1
,0
"B2-01,B2-06PR-32,PR-33,P2-24,P2-25,P2-26,P2-28,P2-27,B2-32,B2-33,B2-45,B2-46,B2-47,B2-48,B2-49,B2-50,B2-51",17
"P3-97,P3-98,P3-99,P3-100,P3-101,P3-102,P3-103,P3-104,P3-105,P3-106,P3-107,P3-108",12
"B3-04,B3-03,B3-02,B3-01,B3-142,B3-141,B3-140,B3-139,B3-138,B3-137,B3-136,B3-135,B3-134,B3-133,B3-132,B3-131,B3-130,B3-129,B3-128,B3-127,B3-126,B3-125,B3-124,B3-123,B3-122,B3-121,B3-88,B3-87,B3-85,B3-76,B3-75,B3-74,B3-73,B3-72,B3-71,B3-70,B3-69,B3-68,B3-67,B3-66,B3-65,B3-64,B3-63,B3-62,B3-61,B3-60,B3-59,B3-58,B3-57,B3-56,B3-55,B3-54,B3-53,B3-52,B3-51,B3-50,B3-49,B3-48,B3-47,B3-46,B3-45,B3-44,B3-43,B3-42,B3-41,B3-40,B3-39,B3-38,B3-37,B3-36,B3-35,B3-34,B3-33,B3-32,B3-31,B3-30,B3-29,B3-28,B3-27,B3-26,B3-25,B3-24,B3-23,B3-22,B3-21,B3-20,B3-19,B3-18,B3-17,B3-16,B3-15,B3-14,B3-13,B3-12,B3-11,B3-10,B3-05,B3-06,B3-07,B3-08,B3-09",101
"B2-103,B2-142,B3-86,",3
"B3-58, B3-79, B3-80",3
,0
 DMCC 3129,1
L1-50,1
 DMCC 1231,1
 DMCC 3097,1
,0
,0
 DMCC 1215,1
,0
,0
 DMCC 2293,1
,0
 DMCC 1071,1
B-69,1
,0
,0
,0
,0
,0
B176,1
,0
,0
,0
,0
,0
,0
,0
,0
B464,1
B2-76,1
"G-20, G-21",2
G-95,1
,0
G-137,1
,0
,0
P3-39,1
B466,1
,0
P7-188,1
92,1
G-105,1
B2-67,1
,0
,0
,0
,0
P1-111,1
P2-145,1
,0
B3-130,1
B2-043,1
B2-72,1
,0
B2/24,1
,0
70 B2,1
58 B1,1
,0
,0
G-97,1
,0
B-71,1
"G-193,G-194",2
,0
,0
,0
,0
"G02-1, G02-2",2
,0
G-56,1
G-55,1
G-32,1
"B3-267,B3-267A",2
P1-168,1
P1-154,1
Building 3-B3-92,1
Building 3-B3-94,1
Building 3-B3-93,1
,0
B1-118,1
,0
,0
,0
B1-102,1
,0
B2-216,1
,0
P1-27,1
,0
"B2-304,B2-305",2
,0
,0
"B1-33,B1-34",2
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
2,1
,0
B2-249,1
,0
,0
G-52,1
,0
,0
,0
,0
,0
M67/ M67A,1
B1-77 TO B1-86,0
202,1
,0
"P2-024 , P2-031",2
"L1-29,L1-35",2
,0
,0
,0
P6-36,1
,0
P6-84,1
P6-10,1
P6-85,1
,0
,0
,0
B1-R4,1
B-2141,1
,0
G-052,1
,0
,0
,0
M-1B-109,1
B-75,1
B2-2338,1
B283/284,1
B3-427,1
P3-96 & P3-97,1
,0
,0
B-337,1
"G-01, G-02",2
G-04,1
,0
"B2-8276,B2-8277",2
L4-84,1
"G02-1, G02-2",2
B1-1216,1
KG - 44 & 45,1
G-1909,1
G-2011,1
"B1-003,B1-026",2
"B3-3133, B3-3134",2
M-45,1
G-234,1
P5-99,1
P4-5,1
B3-3008,1
EU,0
B-159,1
278.,1
P6-196,1
,0
B1-012,1
B-77,1
,0
,0
"2B2-89,2B2-90",2
,0
B-348,1
B-153,1
,0
G-32,1
,0
G-56,1
G-55,1
"B4-816,B4-817,B3-873,B3-795,B2-914",5
"B4-790,B4-791,B3-874,B3-807,B2-884",5
,0
EU,0
B2-213,1
B2-219,1
P6-232 & P6-238,1
,0
B3-11,1
B-90,1
B1-303,1
P-38,1
B1-507,1
L1-85,1
B1-25,1
,0
"B2-443,B2-444",2
B3 - 3149,1
B1-25/28/29,1
L-23,1
G-30,1
,0
B2-88,1
,0
,0
B3-82,1
L2-242,1
M-T2-668,1
B3-52,1
,0
EU,0
,0
,0
G-32,1
2-LG160,1
,0
P1-35,1
,0
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
P1-5,1
,0
,0
P4-03,1
"B2-238, B2-239, B2-240",3
"L1-052, L1-053",2
"G-050, G-041",2
B-26,1
,0
,0
C-091,1
B1-223,1
"M-004, M-011",2
"G-100, 101",2
P3-43,1
B2 / 46,1
"B1-4312,B1-4325,B1-4325T",3
,0
,0
"B-275, B-276",2
P4-108,1
,0
,0
,0
,0
B2-238,1
B746,1
"L5R-533, L5R-533 T",2
,0
,0
G-8,1
P-38,1
P-033,1
P-033,1
B1-044,1
B1-060,1
B1-062,1
P1-031,1
B1-072,1
,0
G-036,1
P1-215,1
P2-053,1
,0
B-028,1
B-031,1
G-150,1
P-263,1
P-260,1
G-039,1
G-039,1
,0
,0
,0
B1-1335,1
DMCC-3221,1
,0
P100,1
"B3-44,45",2
"B-47,49",2
B2-74,1
DMCC-2290,1
,0
"F-47,F-48",2
,0
B-226,1
"B1-022, B1-023, B1-024, B1-025",4
,0
,0
B1-48,1
B1-119,1
118,1
B3-201,1
P3-043,1
,0
,0
,0
"B4-007, B4-008",2
,0
P3-51,1
,0
B6-36,1
,0
P1-68,1
,0
1,1
"G-66,G-67",2
230,1
,0
B2-72,1
P3-86,1
"M-14, M-15",2
P1-40,1
,0
,0
EUB7B02C121,1
"L1-054, L1-055",2
B1-029,1
B2-125,1
,0
"B2-014, B2-034",2
"B2-035, B2-044",2
"B2-036, B2-045",2
B2-037,1
P1-310,1
B2-038,1
P1-201,1
,0
,0
,0
,0
,0
,0
P1 - 19,1
P1 - 24,1
,0
B4-14,1
,0
,0
"B4-50, B4-D6",2
B3-45,1
G65/ G66,1
B2-045,1
B3-3008,1
,0
,0
,0
1,1
,0
,0
G-123,1
G-117,1
20,1
69,1
G-131,1
G-122,1
1,1
2,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,1
2,1
2,1
2,1
1,1
1,1
1,1
1,1
1,1
2,1
2,1
1,1
2,1
1,1
1,1
1,1
1,1
1,1
2,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,1
2,1
2,1
2,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,1
1,1
1,1
2,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,1
1,1
2,1
1,1
1,1
1,1
2,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
,0
1,1
,0
2,1
2,1
,0
,0
,0
,0
,0
2,1
2,1
,0
2,1
2,1
3,1
2,1
1,1
1,1
3,1
2,1
1,1
1,1
3,1
1,1
1,1
1,1
,0
1,1
,0
1,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
1,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
1,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
1,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
1,1
,0
,0
,0
,0
,0
1,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
1,1
1,1
1,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
1,1
,0
,0
,0
,0
1,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
3,1
1,1
1,1
1,1
,0
1,1
,0
,0
,0
1,1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
1,1
